id,category,subcategory,question,answer,keywords,audience,source_url,source_type,as_of,volatility,confidence,notes
kb-126,cruise,security,How do cruise passengers clear security at Port Zante?,Passengers pass through terminal security gates where ship keycards and photo identification are checked by ship and port security. Port Zante is an ISPS-compliant secure facility.,security|isps|keycard|id|screening|going ashore|reboard,cruise,internal:scaspaexcel.xlsx#row-131,client-interview,2026-07-31,low,probable,"ISPS compliance is corroborated by the MARSEC Level 1 designation in the official berthing PDF. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-127,cruise,shopping,What currency do Port Zante merchants accept?,"Merchants at Port Zante generally accept both US Dollars and Eastern Caribbean Dollars, and major credit cards are widely taken. The pegged rate is USD 1.00 to XCD 2.70, though vendors may apply their own rate.",currency|payment|usd|xcd|credit card|cash|accepted,cruise,internal:scaspaexcel.xlsx#row-139,client-interview,2026-07-31,low,probable,"Peg is confirmed; vendor acceptance is workbook-supplied. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-128,cruise,stakeholders,Who operates services at the cruise terminal?,"Cruise terminal operations involve several stakeholders alongside SCASPA, including the St. Kitts Tourism Authority, local shipping agents, duty-free stores, hospitality outlets, local artisans, taxi operators, tour operators and the marina.",who operates|stakeholders|tours|taxis|shops|vendors|partners,cruise,https://www.scaspa.com/world-class-air-and-sea-gateways.html,official-site,2024-05-09,low,confirmed,"SCOPE ROW. Taxi fares, tour prices and shop hours are set by those operators, not SCASPA."
kb-129,cruise,statistics,How many cruise passengers visit St. Kitts?,"Port Zante welcomed 624,494 cruise passengers in 2024.",cruise passengers|how many visitors|passenger numbers|statistics|arrivals,business,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,medium,confirmed,Always state the year. The homepage statistics panel is JavaScript-rendered and reads zero on a plain fetch; do not scrape it.
kb-130,cruise,sustainability,Is shore power available for cruise ships?,"Pier 1 at Port Zante offers shore power to cruise ships, and SCASPA has been working to extend shore power to Pier 2.",shore power|cold ironing|plug in|shoreside electricity|emissions,business,https://www.scaspa.com/world-class-air-and-sea-gateways.html,official-site,2024-05-09,medium,probable,"Pier 2 shore power was in progress as of May 2024; completion unconfirmed. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-131,cruise,transport,How much is a taxi from the cruise port?,"SCASPA does not set or publish taxi fares. Taxis at Port Zante are operated independently and regulated separately from the Authority. Agree the fare with the driver before travelling, or ask at the terminal's information point.",taxi|cab|fare|transfer|how much taxi|transport|ride,traveller,https://www.scaspa.com/world-class-air-and-sea-gateways.html,official-site,2024-05-09,low,confirmed,NO FIGURE EXISTS IN SCOPE. Decline politely and route; never estimate a fare.
kb-132,cruise,transport,Where do cruise passengers find taxis and tours at Port Zante?,Authorised taxis and tour buses dispatch from a structured area adjacent to the Port Zante arrival plaza. Agree fares with the driver in advance - SCASPA does not set taxi rates.,taxi|tour|excursion|dispatch|transport|bus|shore excursion,cruise,internal:scaspaexcel.xlsx#row-127,client-interview,2026-07-31,low,probable,"Fare caveat added by us. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-133,cruise,transport,Can I walk from Port Zante to the ferry terminal?,Yes. Client-supplied guidance describes the Basseterre Ferry Terminal as a short walk of roughly five to ten minutes east along the bay road from Port Zante.,walk|ferry terminal|distance|how far|on foot|nearby,traveller,internal:scaspaexcel.xlsx#row-137,client-interview,2026-07-31,low,probable,"Both facilities are on the Basseterre waterfront, so this is geographically consistent. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-134,cruise,vessels,Can Port Zante take the world's largest cruise ships?,"Yes. Port Zante is designed to berth the latest generation of Icon-class vessels. Royal Caribbean chose the port as the first stop on the maiden voyage of Icon of the Seas, the world's largest cruise ship, in early 2024.",icon of the seas|largest ship|royal caribbean|biggest cruise ship|icon class,cruise,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,low,confirmed,
kb-135,marine,conditions,What are the prevailing weather and sea conditions in the port?,"The predominant wind direction is east. The current generally sets toward the west and is strongest near the dolphins of all facilities, particularly the entry point between Piers 1 and 2 at Port Zante; it becomes unpredictable in periods of low wind. The pilot discusses the day's specific conditions on arrival.",wind|current|weather|conditions|prevailing|sea state,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"General pattern only. NEVER use this row to answer a question about today's actual weather. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-136,marine,conditions,What is the tidal range in Basseterre?,The tidal range at SCASPA's facilities is 10 to 11 inches.,tidal range|tide|tidal|water level|high tide|low tide,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"Same figure given for Pier 1, Pier 2 and the Deep Water Port. Stated in inches in the source, unlike the metric berth specs. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-137,marine,conditions,What is the seabed like?,The seabed is sand and silt. Facilities generally feature piers constructed of concrete.,seabed|bottom|holding ground|anchor holding|sand|silt,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-138,marine,contacts,How do I contact the Marine Division?,"The Marine Division can be reached at marinedivision@scaspa.com. Key contacts are Calvin Duggins, Chief Operations Officer; Captain Ludell Harvey-Lloyd, Chief Marine Pilot; Everett Mason, Port Facility Security Officer; and Ellenston Hendricks, Senior Berthing Officer.",marine division|berthing officer|marine contact|pilot contact|who to email,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,medium,confirmed,"Individual addresses follow firstname.lastname@scaspa.com, but Mason's is everette.mason@scaspa.com despite the name being spelt Everett. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-139,marine,contacts,How do I reach Port Control or the pilot?,"Port Control can be reached on 1 869 465 8121 or 1 869 662 4707, and on VHF channel 16. The pilot can be reached on 1 869 465 8121 or 1 869 662 8469, and on VHF channels 12 and 16. The terminal number is 1 869 465 8121 or 1 869 668 1484.",port control|pilot number|harbour master|contact port|terminal number,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,medium,confirmed,"The tug contact is the same as the pilot contact. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-140,marine,emergency,What are the emergency contact numbers for the port?,"In an emergency dial 911. Police can also be reached on 1 869 465 2241 or 1 869 465 6899, Fire Service on 1 869 465 2515 or 1 869 465 7167, and Ambulance on 1 869 465 2551. The Coast Guard is on 1 869 465 8384 or 1 869 466 9280 and monitors VHF channel 16.",emergency|911|police|fire|ambulance|coast guard|urgent|help|accident,all,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,medium,confirmed,"SAFETY-CRITICAL ROW. Lead with 911. Serve in full without truncation, and never gate this row behind a confidence or staleness filter."
kb-141,marine,fees,How are pilotage fees calculated?,Pilotage charges are normally based on vessel tonnage and length overall. SCASPA does not currently publish a tariff schedule - request current pilotage rates from SCASPA or your port agent.,pilotage fee|pilot cost|charges|tonnage|how much|rates|tariff,business,https://www.scaspa.com/seaport-tariffs.html,official-site,2026-07-31,medium,unverified,"WITHHOLDING. Tonnage/LOA basis is standard practice, but no published figure exists. See kb-050. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-142,marine,pilotage,Is pilotage compulsory in Basseterre?,"Pilotage is compulsory on arrival for vessels docking at SCASPA's facilities. On departure it is at the discretion of the master and company policy, and is agreed before the pilot leaves the vessel.",pilotage compulsory|pilot required|mandatory pilot|do i need a pilot,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"Key operational rule. Note the asymmetry: compulsory inbound, discretionary outbound. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-143,marine,pilotage,What VHF channels does the port use?,"St. Kitts Pilots and Basseterre Port Control both work on VHF channels 12 and 16. The Coast Guard monitors channel 16, and Port Zante Marina uses channels 68 and 16.",vhf|radio channel|channel 12|channel 16|frequency|working channel,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-144,marine,pilotage,How much notice does the pilot need?,"Vessels should confirm their ETA to the Pilot Station at least one hour in advance by VHF, and confirm ETD to Port Control at least one hour ahead. If a pilot is required for departure, make contact 1.5 to 2 hours in advance unless previously arranged. A departure pilot usually boards 45 minutes before ETD for the pre-departure briefing.",notice period|eta|etd|how much notice|advance warning|booking a pilot,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"Four distinct timings in one answer; consider splitting if the assistant answers curtly. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-145,marine,pilotage,Where does the pilot board?,"The boarding position is 1.5 to 3 nautical miles from the facility. Maximum boarding speed is 7 knots, though the pilot may request slower. Boarding arrangements are confirmed during the initial VHF exchange.",boarding position|where does pilot board|pilot station|boarding speed|knots,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-146,marine,pilotage,How long does it take to get from the pilot station to the berth?,"Typically 35 to 40 minutes, though this can be prolonged by conflicting arriving traffic or adverse weather.",transit time|how long to berth|pilot station to berth|passage time,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-147,marine,security,What MARSEC level do the ports operate at?,"Port Zante Pier 1, Pier 2 and the Deep Water Port main berth all operate at MARSEC Level 1.",marsec|security level|isps|port security|level 1,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,medium,confirmed,"MARSEC level can be raised at short notice. Present as the standing level and note it may change. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-148,marine,security,What does ISPS compliance mean for SCASPA's ports?,"ISPS compliance certifies that a port facility meets the International Ship and Port Facility Security Code under the IMO. SCASPA's facilities were operating at MARSEC Level 1 as of September 2025, and SCASPA employs a Port Facility Security Officer.",isps|security code|imo|compliance|certificate|port security|marsec,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,medium,confirmed,"PFSO role and MARSEC level both confirmed in the official berthing PDF. See kb-043 for the volatility caveat. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-149,marine,tugs,Is a tug available in Basseterre?,"There is generally one tugboat available in the Port of Basseterre. The usual notice period for tug usage is 24 hours, and short-notice requests should be made during the initial VHF contact with Port Control. Tug specifications can be provided on request a few days before arrival.",tug|tugboat|towage|is there a tug|tug booking|assistance,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"Single-tug constraint is operationally significant; never imply multiple tugs are available. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-150,marine,tugs,Is tug use compulsory?,"No, tug use is not currently compulsory. However, if the forecast wind is near, at, or above your vessel's windage limit, this should be communicated to the pilot, who will strongly recommend a tug, especially for vessels berthing on Pier 1.",tug compulsory|mandatory tug|do i need a tug|wind limit|windage,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,medium,confirmed,"Source says 'At this time', signalling the rule could change. Preserve that hedge. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-151,marine,tugs,What type of tug is available?,The present tug is conventional and prefers ship lines for pulling. Specifics of the tug operation are discussed by the pilot during the master-pilot exchange.,tug type|conventional tug|asd|ship lines|tug specification,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,medium,confirmed,"'Conventional' rather than tractor or ASD matters for handling; do not paraphrase this away. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-152,cargo,berthing,How do commercial vessels book a berth at the Deep Water Harbour?,"Shipping lines or their local agents submit arrival and berthing requests to SCASPA in advance, typically 24 to 48 hours ahead. Vessels must also confirm ETA to the pilot station at least one hour before arrival by VHF.",book berth|berthing request|notice of arrival|harbour master|schedule|nor,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,medium,probable,"The one-hour VHF ETA requirement is confirmed in the official PDF. The 24-48 hour agent notice is workbook-supplied. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-153,cargo,customs,How do I clear cargo through customs?,"Customs clearance is handled by the St. Kitts and Nevis Customs and Excise Department, not by SCASPA. Customs can be reached on 1 869 466 7227. Your shipping agent will normally coordinate the required documentation.",customs|clearance|paperwork|documents|import|duty|clear cargo,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,SCOPE ROW. SCASPA does not set customs requirements. Do not list required forms; refer to Customs.
kb-154,cargo,damage,What should I do if my cargo arrives damaged?,Request a joint cargo survey with a SCASPA shed or claims officer and your customs broker before removing the shipment from the port. Inspecting after removal weakens any claim.,damaged|damage|claim|survey|broken|loss|shortage,cargo,internal:scaspaexcel.xlsx#row-193,client-interview,2026-07-31,low,probable,"The 'survey before removal' principle is standard cargo claims practice and sound advice. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-155,cargo,documents,What documents do I need to collect my cargo?,"Client-supplied guidance lists an original bill of lading or delivery order, photo identification, a tax identification number and customs declaration documents. Documentary requirements are set by Customs and by your shipping agent - confirm with them before travelling to the port.",documents|paperwork|bill of lading|collect cargo|delivery order|tin|what do i need,cargo,internal:scaspaexcel.xlsx#row-174,client-interview,2026-07-31,medium,probable,"SCOPE-SENSITIVE. Plausible and useful, but Customs owns these requirements. Hedged deliberately. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-156,cargo,equipment,What cargo handling equipment does SCASPA operate?,"Client-supplied guidance describes reach stackers, forklifts, haulage trucks and mobile harbour cranes. SCASPA has previously reported adding container stackers to its fleet. Confirm current equipment availability with Seaport Operations.",equipment|crane|stacker|forklift|handling|machinery|gantry,cargo,internal:scaspaexcel.xlsx#row-183,client-interview,2026-07-31,medium,probable,"Corroborated in general terms by SCASPA press coverage of stacker purchases. Specific current fleet unverified. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-157,cargo,facilities,What is the Ike Tross Waiting Lounge?,"The Ike Tross Waiting Lounge is the customer waiting facility at Transit Facility Shed 2 at the Deep Water Harbour. SCASPA renamed it in March 2026 in honour of the late Ike Tross, who served in Seaport Operations for more than eighteen years.",ike tross|waiting lounge|shed 2|transit facility|waiting room|lounge,cargo,https://sknpulse.com/scaspa-renames-facility-2-waiting-lounge-in-honour-of-long-serving-employeee-ike-tross/,press,2026-03-13,low,confirmed,Independently verified in March 2026 press coverage. The workbook named this correctly - evidence its author had real local knowledge. | REMAP: source 'news-media'->'press': news article
kb-158,cargo,hazmat,Can hazardous cargo be handled at the port?,"Hazardous shipments require prior declaration, full dangerous goods documentation and compliance with IMO maritime safety rules. Notify SCASPA and your agent well in advance.",hazmat|hazardous|dangerous goods|imo|chemicals|imdg|declaration,cargo,internal:scaspaexcel.xlsx#row-181,client-interview,2026-07-31,low,probable,"IMDG compliance is a genuine international requirement. Specific SCASPA procedure unverified. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-159,cargo,hours,When is the cargo port open?,"SCASPA's seaport offices operate Monday to Friday, 8:00 am to 4:00 pm. Specific cargo gate and receiving hours are not published online; confirm operational hours with the cargo department on (869) 465-8121.",gate hours|cargo hours|opening times|receiving|when open|collection,cargo,https://www.scaspa.com/contact.html,official-site,2026-07-31,medium,probable,Office hours are confirmed; gate hours are NOT. Do not present office hours as gate hours without the qualifier.
kb-160,cargo,hours,What are the cargo shed operating hours?,"Client-supplied guidance gives Monday to Friday, 8:00 am to 4:00 pm for cargo clearance, which matches SCASPA's published seaport office hours. Confirm before travelling, as vessel operations may extend beyond office hours.",cargo hours|shed hours|transit shed|opening|clearance hours|when open,cargo,https://www.scaspa.com/contact.html,official-site,2026-07-31,medium,probable,"Consistent with the official seaport hours in kb-005, which raises confidence."
kb-161,cargo,identity,What is the Deep Water Harbour?,"The Deep Water Harbour at Bird Rock is St. Kitts' primary hub for container and cargo operations, handling regional and international trade as well as transshipments. It was constructed in 1980.",deep water harbour|cargo port|container port|dwh|where is cargo handled,cargo,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,low,confirmed,Also written Deep Water Port and Basseterre Cargo Port across SCASPA's own sources.
kb-162,cargo,infrastructure,What are the specifications of the cargo berth?,"The Deep Water Port main berth was completed in 1980 and handles cargo at MARSEC Level 1. The solid pier is 120 m long and about 3 m above the waterline, with an overall length of roughly 310 m including dolphins. It carries 18 bollards spaced 25 m apart, mostly rated 100 tonnes, with Yokohama pneumatic fenders protruding 2.5 m. Minimum depth is 9 m and the pier heading is 022 / 202 degrees.",cargo berth|deep water port specifications|pier length|depth|bollards|draft,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"Position 17 17.22 N 062 42.61 W. SOURCE INCONSISTENCY: the bollard sentence describes three north and three south dolphins, contradicting the two-and-two stated earlier in the same section; appears copied from the Pier 2 entry. Pier width is not given. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-163,cargo,infrastructure,Are there ramps at the cargo port?,"Yes. The Deep Water Port has two ramps, both 14 m wide. The low ramp sits under 1 m above the waterline and the high ramp 2 m above. Both are used for cargo operations only.",ramp|ro ro|roll on roll off|vehicle ramp|low ramp|high ramp,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-164,cargo,operations,Can passenger vessels use the Deep Water Port?,"Passenger operations at the Deep Water Port are not heavily restricted, but such an allocation is now unlikely. It was common before Pier 2 was built at Port Zante.",passenger at cargo port|deep water port cruise|alternative berth|overflow,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-165,cargo,payment,"Who pays cargo handling charges, and where?","Handling charges are normally settled by the consignee, importer or customs broker before cargo is released. Payment can be made through SCASPA's online portal at pay.scaspa.com or at the SCASPA cashier at the Bird Rock cargo port.",who pays|cashier|payment|settle|release cargo|pay charges|broker,cargo,https://pay.scaspa.com,official-site,2026-07-31,medium,probable,Online portal confirmed; cashier location and accepted payment methods are workbook-supplied.
kb-166,cargo,personal,Can individuals clear personal barrels or packages at the port?,"Individuals receiving barrels, boxes or personal packages can normally collect them at the transit shed after customs inspection and payment of applicable charges. Contact SCASPA or Customs to confirm what to bring.",barrel|personal|package|box|individual|collect|shipping barrel,cargo,internal:scaspaexcel.xlsx#row-182,client-interview,2026-07-31,medium,probable,"High-frequency local question. Workbook-supplied process, plausible; hedged to Customs. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-167,cargo,shipping,Which shipping lines call at the Deep Water Harbour?,"Several regional carriers serve St. Kitts, but SCASPA does not publish a current line-up. Check the live vessel schedule or contact a local shipping agent for services on your route.",shipping lines|carriers|tropical|crowley|king ocean|geest|which lines,cargo,https://www.scaspa.com/vessel-schedules.html,official-site,2026-07-31,high,unverified,Workbook names four carriers; withheld because service patterns change and SCASPA publishes no list. Route to live schedule.
kb-168,cargo,statistics,How much cargo does the port handle?,"The Deep Water Harbour handled 437,367 tons of cargo in 2024.",cargo volume|tonnage|how much cargo|throughput|statistics|tons,business,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,medium,confirmed,Always state the year.
kb-169,cargo,storage,How long can cargo stay at the port before storage charges apply?,"Cargo is normally allowed a free storage period after vessel discharge, after which daily storage or demurrage charges accrue. SCASPA does not publish the free period or the rates - confirm with SCASPA or your broker.",free storage|demurrage|storage period|how long|charges|days|free time,cargo,internal:scaspaexcel.xlsx#row-177,client-interview,2026-07-31,medium,unverified,"WITHHOLDING. Workbook states 5 business days; omitted because the tariff page is empty and no rate is published. See kb-050. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-170,cargo,systems,What is the Port Community System?,"The Port Community System is a single-window platform attached to SCASPA's Port Management System. Shipping agents upload the information different agencies require, and Immigration, Customs, Health, Agriculture, Maritime authorities and SCASPA each grant their approvals through it, rather than through separate physical submissions.",port community system|single window|pcs|vessel clearance|electronic approval,business,https://www.sknis.gov.kn/2021/09/09/scaspa-to-implement-brand-new-port-management-system-to-enhance-communication/,press,2021-09-09,medium,probable,"Announced 2021 as forthcoming. Current operational status unconfirmed; describe as planned or implemented, not as definitely live. | REMAP: source 'gov-news'->'press': government press release"
kb-171,cargo,systems,What is the Port Management System?,"An internal electronic system with modules covering every SCASPA department, introduced so the Authority's separate locations can handle approvals, recording and reporting electronically rather than by physically moving documents between offices.",port management system|pms|internal system|digital|electronic approvals,business,https://www.sknis.gov.kn/2021/09/09/scaspa-to-implement-brand-new-port-management-system-to-enhance-communication/,press,2021-09-09,medium,probable,"Distinct from the Port Community System in kb-081: this one is internal, that one faces industry partners. | REMAP: source 'gov-news'->'press': government press release"
kb-172,cargo,tariffs,What are the port charges for cargo?,SCASPA publishes a Seaport Tariffs schedule on its website under the Information menu. The figures are not reproduced here; consult the tariff schedule directly or contact SCASPA on (869) 465-8121 for a quotation.,tariff|charges|container fee|handling charge|port fees|cost|rates|teu,cargo,https://www.scaspa.com/seaport-tariffs.html,official-site,2026-07-31,medium,confirmed,NO FIGURES CAPTURED. The tariffs page body is JavaScript-rendered and returns nothing on a plain fetch. Never state a tariff amount. Flagged for manual capture from the live page.
kb-173,cargo,tracking,How do I check the status of my cargo?,"If you know the shipping agent or the vessel name, you can search for it in the search field at the top right of the Cargo Info table on SCASPA's cargo page.",check cargo|track shipment|cargo status|where is my container|find cargo,cargo,https://www.scaspa.com/cargo.html,official-site,2026-07-31,medium,confirmed,"Most common cargo enquiry. Note the user needs agent or vessel name, not a bill of lading number."
kb-174,cargo,tracking,How often is cargo information updated?,"SCASPA aims to keep the shipment progress status current, updating it as information is received.",how often updated|refresh|update frequency|current information|real time,cargo,https://www.scaspa.com/cargo.html,official-site,2026-07-31,low,confirmed,"Deliberately does not promise a refresh interval, because the source does not."
kb-175,cargo,tracking,Can I track cargo by bill of lading number?,SCASPA's published cargo guidance describes searching by agent or vessel name in the cargo information table. Client-supplied guidance suggests bill of lading search is also possible - confirm with your shipping agent if a vessel search does not locate your shipment.,bill of lading|b/l|track|search|find cargo|reference number,cargo,https://www.scaspa.com/cargo.html,official-site,2026-07-31,medium,probable,CONFLICT: SCASPA's own page describes agent/vessel search only. Official method leads; workbook claim flagged rather than adopted.
kb-176,cargo,types,What types of cargo does the Deep Water Harbour handle?,"Client-supplied guidance indicates the port handles containerised cargo, breakbulk, dry bulk, heavy equipment, roll-on roll-off vehicles and liquid cargo. The official berthing document confirms two ramps used for cargo operations, consistent with roll-on roll-off traffic.",cargo types|container|breakbulk|bulk|roro|vehicles|what cargo,cargo,internal:scaspaexcel.xlsx#row-171,client-interview,2026-07-31,low,probable,"Ramp evidence in the official PDF corroborates Ro-Ro. Full cargo-type list is workbook-supplied. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-177,ferry,arrival,How early should I arrive for the ferry?,"Client-supplied guidance recommends arriving 20 to 30 minutes before the scheduled departure to buy tickets and board. Confirm with the operator, especially at peak times.",how early|arrive|before departure|boarding|check in|advance,traveller,internal:scaspaexcel.xlsx#row-166,client-interview,2026-07-31,medium,probable,"Workbook-supplied but reasonable. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-178,ferry,baggage,What are the baggage rules on the ferry?,"Passengers may normally carry standard personal luggage at no extra cost, with charges possible for bulk cargo or oversized items such as bicycles or surfboards. Confirm with the operator, as rules and any fees are set by them.",ferry baggage|luggage|bags|bicycle|surfboard|oversized|allowance,traveller,internal:scaspaexcel.xlsx#row-164,client-interview,2026-07-31,medium,probable,"Operator-set, not SCASPA-set. This is the ferry analogue of the airline baggage scope row. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-179,ferry,disruption,What happens to ferry services in bad weather?,"Ferry operations may be suspended during heavy seas or tropical storms for passenger safety. Check for updates before travelling, particularly during hurricane season.",bad weather|storm|cancelled|suspended|rough seas|hurricane|delayed,traveller,internal:scaspaexcel.xlsx#row-168,client-interview,2026-07-31,high,probable,"Suspension in heavy weather is certain in principle; the notification channel is unverified. High volatility - always route to a live check. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-180,ferry,documents,Do I need a passport for the ferry to Nevis?,"Travel between St. Kitts and Nevis is domestic, so citizens and residents normally travel on local photo identification. Visitors should carry their passport or entry documentation. Confirm current requirements before travelling.",passport|id|documents|identification|need passport|travel documents,traveller,internal:scaspaexcel.xlsx#row-156,client-interview,2026-07-31,medium,probable,"The domestic-travel framing is correct; specific ID rules are not SCASPA-published. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-181,ferry,facilities,What facilities are at the Basseterre Ferry Terminal?,"Client-supplied guidance describes an enclosed, air-conditioned waiting hall with restroom facilities and ground-level access with ramps for wheelchair users. Confirm accessibility arrangements with the operator in advance.",facilities|waiting room|air conditioning|restroom|toilet|accessible|seating,traveller,internal:scaspaexcel.xlsx#row-158,client-interview,2026-07-31,low,unverified,"Workbook-supplied; not published by SCASPA. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
